       s	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)

   0.140	 2.5390E+03	 0.0000E+00	 8.1275E+05	 0.0000E+00	 1.1342E+05	 0.0000E+00	-4.9471E+04	 0.0000E+00	 5.5001E+05	 0.0000E+00	-2.2210E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8227E+03	 0.0000E+00	-8.1273E+05	 0.0000E+00	-1.2106E+05	 0.0000E+00	 1.2837E+03	 0.0000E+00	-2.2649E+01	 0.0000E+00	 7.6419E+03	 0.0000E+00	-4.0215E+04	 0.0000E+00	-2.4228E+05	 0.0000E+00	 9.0672E+05	 0.0000E+00	 1.8562E+03	 0.0000E+00	 1.1304E+02	 0.0000E+00	-7.6075E+03	 0.0000E+00	 0.0000E+00	 3.0113E+05	-5.9587E+04	-1.3268E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3433E+04	 5.1567E+01	-7.4876E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6687E+05	-5.9498E+04	-2.8544E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.2984E+03	-1.0348E+01	-5.0148E+04	 0.0000E+00	 0.0000E+00
   0.141	 2.7064E+03	 0.0000E+00	 8.1379E+05	 0.0000E+00	 1.1598E+05	 0.0000E+00	-4.9305E+04	 0.0000E+00	 5.5027E+05	 0.0000E+00	-2.2219E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.9511E+03	 0.0000E+00	-8.1377E+05	 0.0000E+00	-1.2339E+05	 0.0000E+00	 1.2447E+03	 0.0000E+00	-2.2700E+01	 0.0000E+00	 7.4057E+03	 0.0000E+00	-4.0379E+04	 0.0000E+00	-2.4331E+05	 0.0000E+00	 9.1214E+05	 0.0000E+00	 1.9349E+03	 0.0000E+00	 1.1331E+02	 0.0000E+00	-8.0366E+03	 0.0000E+00	 0.0000E+00	 3.0175E+05	-5.9676E+04	-1.3295E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3532E+04	 5.1056E+01	-7.5403E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6791E+05	-5.9589E+04	-2.8684E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.3373E+03	-1.0246E+01	-5.0384E+04	 0.0000E+00	 0.0000E+00
   0.142	 2.8748E+03	 0.0000E+00	 8.1483E+05	 0.0000E+00	 1.1856E+05	 0.0000E+00	-4.9141E+04	 0.0000E+00	 5.5052E+05	 0.0000E+00	-2.2229E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.0808E+03	 0.0000E+00	-8.1480E+05	 0.0000E+00	-1.2573E+05	 0.0000E+00	 1.2060E+03	 0.0000E+00	-2.2751E+01	 0.0000E+00	 7.1711E+03	 0.0000E+00	-4.0539E+04	 0.0000E+00	-2.4435E+05	 0.0000E+00	 9.1751E+05	 0.0000E+00	 2.0121E+03	 0.0000E+00	 1.1355E+02	 0.0000E+00	-8.4585E+03	 0.0000E+00	 0.0000E+00	 3.0236E+05	-5.9762E+04	-1.3322E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3627E+04	 5.0550E+01	-7.5908E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6894E+05	-5.9676E+04	-2.8824E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.3740E+03	-1.0145E+01	-5.0607E+04	 0.0000E+00	 0.0000E+00
   0.143	 3.0441E+03	 0.0000E+00	 8.1586E+05	 0.0000E+00	 1.2114E+05	 0.0000E+00	-4.8978E+04	 0.0000E+00	 5.5076E+05	 0.0000E+00	-2.2237E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2116E+03	 0.0000E+00	-8.1583E+05	 0.0000E+00	-1.2808E+05	 0.0000E+00	 1.1675E+03	 0.0000E+00	-2.2793E+01	 0.0000E+00	 6.9381E+03	 0.0000E+00	-4.0698E+04	 0.0000E+00	-2.4537E+05	 0.0000E+00	 9.2285E+05	 0.0000E+00	 2.0879E+03	 0.0000E+00	 1.1376E+02	 0.0000E+00	-8.8731E+03	 0.0000E+00	 0.0000E+00	 3.0297E+05	-5.9846E+04	-1.3349E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3718E+04	 5.0043E+01	-7.6391E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6997E+05	-5.9762E+04	-2.8963E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.4087E+03	-1.0043E+01	-5.0818E+04	 0.0000E+00	 0.0000E+00
   0.144	 3.2143E+03	 0.0000E+00	 8.1688E+05	 0.0000E+00	 1.2373E+05	 0.0000E+00	-4.8817E+04	 0.0000E+00	 5.5098E+05	 0.0000E+00	-2.2246E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.3436E+03	 0.0000E+00	-8.1686E+05	 0.0000E+00	-1.3044E+05	 0.0000E+00	 1.1293E+03	 0.0000E+00	-2.2830E+01	 0.0000E+00	 6.7067E+03	 0.0000E+00	-4.0854E+04	 0.0000E+00	-2.4639E+05	 0.0000E+00	 9.2814E+05	 0.0000E+00	 2.1623E+03	 0.0000E+00	 1.1395E+02	 0.0000E+00	-9.2804E+03	 0.0000E+00	 0.0000E+00	 3.0357E+05	-5.9927E+04	-1.3376E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3805E+04	 4.9532E+01	-7.6854E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7099E+05	-5.9844E+04	-2.9102E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.4413E+03	-9.9399E+00	-5.1016E+04	 0.0000E+00	 0.0000E+00
   0.145	 3.3854E+03	 0.0000E+00	 8.1790E+05	 0.0000E+00	 1.2634E+05	 0.0000E+00	-4.8657E+04	 0.0000E+00	 5.5120E+05	 0.0000E+00	-2.2254E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.4767E+03	 0.0000E+00	-8.1788E+05	 0.0000E+00	-1.3281E+05	 0.0000E+00	 1.0914E+03	 0.0000E+00	-2.2867E+01	 0.0000E+00	 6.4769E+03	 0.0000E+00	-4.1009E+04	 0.0000E+00	-2.4741E+05	 0.0000E+00	 9.3340E+05	 0.0000E+00	 2.2353E+03	 0.0000E+00	 1.1413E+02	 0.0000E+00	-9.6807E+03	 0.0000E+00	 0.0000E+00	 3.0417E+05	-6.0005E+04	-1.3402E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3889E+04	 4.9020E+01	-7.7296E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7201E+05	-5.9924E+04	-2.9239E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.4719E+03	-9.8377E+00	-5.1202E+04	 0.0000E+00	 0.0000E+00
   0.146	 3.5573E+03	 0.0000E+00	 8.1891E+05	 0.0000E+00	 1.2895E+05	 0.0000E+00	-4.8498E+04	 0.0000E+00	 5.5140E+05	 0.0000E+00	-2.2261E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.6110E+03	 0.0000E+00	-8.1889E+05	 0.0000E+00	-1.3520E+05	 0.0000E+00	 1.0537E+03	 0.0000E+00	-2.2895E+01	 0.0000E+00	 6.2488E+03	 0.0000E+00	-4.1161E+04	 0.0000E+00	-2.4842E+05	 0.0000E+00	 9.3861E+05	 0.0000E+00	 2.3069E+03	 0.0000E+00	 1.1428E+02	 0.0000E+00	-1.0074E+04	 0.0000E+00	 0.0000E+00	 3.0477E+05	-6.0081E+04	-1.3428E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.3968E+04	 4.8505E+01	-7.7718E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7302E+05	-6.0002E+04	-2.9376E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.5005E+03	-9.7334E+00	-5.1376E+04	 0.0000E+00	 0.0000E+00
   0.147	 3.7300E+03	 0.0000E+00	 8.1992E+05	 0.0000E+00	 1.3157E+05	 0.0000E+00	-4.8341E+04	 0.0000E+00	 5.5160E+05	 0.0000E+00	-2.2268E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.7463E+03	 0.0000E+00	-8.1990E+05	 0.0000E+00	-1.3760E+05	 0.0000E+00	 1.0163E+03	 0.0000E+00	-2.2922E+01	 0.0000E+00	 6.0225E+03	 0.0000E+00	-4.1311E+04	 0.0000E+00	-2.4942E+05	 0.0000E+00	 9.4379E+05	 0.0000E+00	 2.3772E+03	 0.0000E+00	 1.1440E+02	 0.0000E+00	-1.0460E+04	 0.0000E+00	 0.0000E+00	 3.0536E+05	-6.0155E+04	-1.3453E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4045E+04	 4.7989E+01	-7.8120E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7403E+05	-6.0077E+04	-2.9513E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.5272E+03	-9.6304E+00	-5.1538E+04	 0.0000E+00	 0.0000E+00
   0.148	 3.9035E+03	 0.0000E+00	 8.2092E+05	 0.0000E+00	 1.3421E+05	 0.0000E+00	-4.8185E+04	 0.0000E+00	 5.5178E+05	 0.0000E+00	-2.2275E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8827E+03	 0.0000E+00	-8.2090E+05	 0.0000E+00	-1.4000E+05	 0.0000E+00	 9.7919E+02	 0.0000E+00	-2.2941E+01	 0.0000E+00	 5.7979E+03	 0.0000E+00	-4.1458E+04	 0.0000E+00	-2.5042E+05	 0.0000E+00	 9.4893E+05	 0.0000E+00	 2.4461E+03	 0.0000E+00	 1.1451E+02	 0.0000E+00	-1.0839E+04	 0.0000E+00	 0.0000E+00	 3.0595E+05	-6.0226E+04	-1.3479E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4117E+04	 4.7471E+01	-7.8504E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7503E+05	-6.0149E+04	-2.9648E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.5520E+03	-9.5272E+00	-5.1689E+04	 0.0000E+00	 0.0000E+00
   0.149	 4.0777E+03	 0.0000E+00	 8.2191E+05	 0.0000E+00	 1.3685E+05	 0.0000E+00	-4.8030E+04	 0.0000E+00	 5.5195E+05	 0.0000E+00	-2.2281E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0201E+03	 0.0000E+00	-8.2189E+05	 0.0000E+00	-1.4242E+05	 0.0000E+00	 9.4238E+02	 0.0000E+00	-2.2959E+01	 0.0000E+00	 5.5752E+03	 0.0000E+00	-4.1604E+04	 0.0000E+00	-2.5141E+05	 0.0000E+00	 9.5403E+05	 0.0000E+00	 2.5136E+03	 0.0000E+00	 1.1459E+02	 0.0000E+00	-1.1211E+04	 0.0000E+00	 0.0000E+00	 3.0653E+05	-6.0294E+04	-1.3504E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4187E+04	 4.6959E+01	-7.8868E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7602E+05	-6.0219E+04	-2.9783E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.5750E+03	-9.4235E+00	-5.1829E+04	 0.0000E+00	 0.0000E+00
   0.150	 4.2527E+03	 0.0000E+00	 8.2290E+05	 0.0000E+00	 1.3949E+05	 0.0000E+00	-4.7877E+04	 0.0000E+00	 5.5212E+05	 0.0000E+00	-2.2287E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.1585E+03	 0.0000E+00	-8.2288E+05	 0.0000E+00	-1.4485E+05	 0.0000E+00	 9.0587E+02	 0.0000E+00	-2.2969E+01	 0.0000E+00	 5.3542E+03	 0.0000E+00	-4.1747E+04	 0.0000E+00	-2.5239E+05	 0.0000E+00	 9.5909E+05	 0.0000E+00	 2.5799E+03	 0.0000E+00	 1.1466E+02	 0.0000E+00	-1.1577E+04	 0.0000E+00	 0.0000E+00	 3.0711E+05	-6.0360E+04	-1.3529E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4253E+04	 4.6439E+01	-7.9214E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7701E+05	-6.0287E+04	-2.9917E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.5962E+03	-9.3194E+00	-5.1958E+04	 0.0000E+00	 0.0000E+00
   0.151	 4.4283E+03	 0.0000E+00	 8.2388E+05	 0.0000E+00	 1.4215E+05	 0.0000E+00	-4.7726E+04	 0.0000E+00	 5.5227E+05	 0.0000E+00	-2.2293E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.2979E+03	 0.0000E+00	-8.2386E+05	 0.0000E+00	-1.4729E+05	 0.0000E+00	 8.6965E+02	 0.0000E+00	-2.2978E+01	 0.0000E+00	 5.1351E+03	 0.0000E+00	-4.1889E+04	 0.0000E+00	-2.5337E+05	 0.0000E+00	 9.6411E+05	 0.0000E+00	 2.6448E+03	 0.0000E+00	 1.1469E+02	 0.0000E+00	-1.1935E+04	 0.0000E+00	 0.0000E+00	 3.0769E+05	-6.0424E+04	-1.3553E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4315E+04	 4.5922E+01	-7.9542E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7800E+05	-6.0352E+04	-3.0051E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6157E+03	-9.2151E+00	-5.2077E+04	 0.0000E+00	 0.0000E+00
   0.152	 4.6046E+03	 0.0000E+00	 8.2486E+05	 0.0000E+00	 1.4481E+05	 0.0000E+00	-4.7576E+04	 0.0000E+00	 5.5241E+05	 0.0000E+00	-2.2298E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.4383E+03	 0.0000E+00	-8.2484E+05	 0.0000E+00	-1.4973E+05	 0.0000E+00	 8.3375E+02	 0.0000E+00	-2.2987E+01	 0.0000E+00	 4.9179E+03	 0.0000E+00	-4.2028E+04	 0.0000E+00	-2.5434E+05	 0.0000E+00	 9.6909E+05	 0.0000E+00	 2.7084E+03	 0.0000E+00	 1.1472E+02	 0.0000E+00	-1.2287E+04	 0.0000E+00	 0.0000E+00	 3.0826E+05	-6.0485E+04	-1.3577E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4374E+04	 4.5406E+01	-7.9852E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7898E+05	-6.0415E+04	-3.0183E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6334E+03	-9.1121E+00	-5.2185E+04	 0.0000E+00	 0.0000E+00
   0.153	 4.7815E+03	 0.0000E+00	 8.2583E+05	 0.0000E+00	 1.4748E+05	 0.0000E+00	-4.7427E+04	 0.0000E+00	 5.5255E+05	 0.0000E+00	-2.2303E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.5796E+03	 0.0000E+00	-8.2581E+05	 0.0000E+00	-1.5219E+05	 0.0000E+00	 7.9815E+02	 0.0000E+00	-2.2982E+01	 0.0000E+00	 4.7026E+03	 0.0000E+00	-4.2165E+04	 0.0000E+00	-2.5531E+05	 0.0000E+00	 9.7404E+05	 0.0000E+00	 2.7707E+03	 0.0000E+00	 1.1473E+02	 0.0000E+00	-1.2632E+04	 0.0000E+00	 0.0000E+00	 3.0883E+05	-6.0544E+04	-1.3601E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4431E+04	 4.4888E+01	-8.0144E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7995E+05	-6.0476E+04	-3.0315E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6495E+03	-9.0087E+00	-5.2283E+04	 0.0000E+00	 0.0000E+00
   0.154	 4.9590E+03	 0.0000E+00	 8.2680E+05	 0.0000E+00	 1.5016E+05	 0.0000E+00	-4.7280E+04	 0.0000E+00	 5.5268E+05	 0.0000E+00	-2.2308E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.7219E+03	 0.0000E+00	-8.2677E+05	 0.0000E+00	-1.5465E+05	 0.0000E+00	 7.6288E+02	 0.0000E+00	-2.2982E+01	 0.0000E+00	 4.4892E+03	 0.0000E+00	-4.2301E+04	 0.0000E+00	-2.5627E+05	 0.0000E+00	 9.7894E+05	 0.0000E+00	 2.8318E+03	 0.0000E+00	 1.1471E+02	 0.0000E+00	-1.2971E+04	 0.0000E+00	 0.0000E+00	 3.0940E+05	-6.0601E+04	-1.3625E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4484E+04	 4.4368E+01	-8.0420E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8092E+05	-6.0534E+04	-3.0447E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6639E+03	-8.9050E+00	-5.2371E+04	 0.0000E+00	 0.0000E+00
   0.155	 5.1371E+03	 0.0000E+00	 8.2776E+05	 0.0000E+00	 1.5285E+05	 0.0000E+00	-4.7134E+04	 0.0000E+00	 5.5279E+05	 0.0000E+00	-2.2312E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.8650E+03	 0.0000E+00	-8.2773E+05	 0.0000E+00	-1.5712E+05	 0.0000E+00	 7.2792E+02	 0.0000E+00	-2.2973E+01	 0.0000E+00	 4.2777E+03	 0.0000E+00	-4.2434E+04	 0.0000E+00	-2.5723E+05	 0.0000E+00	 9.8381E+05	 0.0000E+00	 2.8916E+03	 0.0000E+00	 1.1468E+02	 0.0000E+00	-1.3303E+04	 0.0000E+00	 0.0000E+00	 3.0996E+05	-6.0656E+04	-1.3648E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4534E+04	 4.3853E+01	-8.0679E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8188E+05	-6.0590E+04	-3.0577E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6768E+03	-8.8009E+00	-5.2450E+04	 0.0000E+00	 0.0000E+00
   0.156	 5.3157E+03	 0.0000E+00	 8.2871E+05	 0.0000E+00	 1.5554E+05	 0.0000E+00	-4.6990E+04	 0.0000E+00	 5.5290E+05	 0.0000E+00	-2.2316E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-6.0090E+03	 0.0000E+00	-8.2869E+05	 0.0000E+00	-1.5961E+05	 0.0000E+00	 6.9328E+02	 0.0000E+00	-2.2964E+01	 0.0000E+00	 4.0683E+03	 0.0000E+00	-4.2565E+04	 0.0000E+00	-2.5818E+05	 0.0000E+00	 9.8864E+05	 0.0000E+00	 2.9501E+03	 0.0000E+00	 1.1463E+02	 0.0000E+00	-1.3629E+04	 0.0000E+00	 0.0000E+00	 3.1052E+05	-6.0708E+04	-1.3671E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4581E+04	 4.3329E+01	-8.0922E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8284E+05	-6.0643E+04	-3.0707E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6880E+03	-8.6965E+00	-5.2519E+04	 0.0000E+00	 0.0000E+00
   0.157	 5.4949E+03	 0.0000E+00	 8.2966E+05	 0.0000E+00	 1.5823E+05	 0.0000E+00	-4.6848E+04	 0.0000E+00	 5.5300E+05	 0.0000E+00	-2.2320E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-6.1539E+03	 0.0000E+00	-8.2963E+05	 0.0000E+00	-1.6209E+05	 0.0000E+00	 6.5897E+02	 0.0000E+00	-2.2950E+01	 0.0000E+00	 3.8608E+03	 0.0000E+00	-4.2694E+04	 0.0000E+00	-2.5912E+05	 0.0000E+00	 9.9343E+05	 0.0000E+00	 3.0075E+03	 0.0000E+00	 1.1457E+02	 0.0000E+00	-1.3948E+04	 0.0000E+00	 0.0000E+00	 3.1107E+05	-6.0758E+04	-1.3694E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4625E+04	 4.2812E+01	-8.1149E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8379E+05	-6.0694E+04	-3.0836E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.6978E+03	-8.5934E+00	-5.2579E+04	 0.0000E+00	 0.0000E+00
   0.158	 5.6746E+03	 0.0000E+00	 8.3060E+05	 0.0000E+00	 1.6094E+05	 0.0000E+00	-4.6707E+04	 0.0000E+00	 5.5309E+05	 0.0000E+00	-2.2323E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-6.2996E+03	 0.0000E+00	-8.3058E+05	 0.0000E+00	-1.6459E+05	 0.0000E+00	 6.2498E+02	 0.0000E+00	-2.2936E+01	 0.0000E+00	 3.6554E+03	 0.0000E+00	-4.2821E+04	 0.0000E+00	-2.6006E+05	 0.0000E+00	 9.9818E+05	 0.0000E+00	 3.0636E+03	 0.0000E+00	 1.1449E+02	 0.0000E+00	-1.4261E+04	 0.0000E+00	 0.0000E+00	 3.1163E+05	-6.0806E+04	-1.3716E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4666E+04	 4.2301E+01	-8.1360E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8474E+05	-6.0743E+04	-3.0965E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.7061E+03	-8.4900E+00	-5.2630E+04	 0.0000E+00	 0.0000E+00
   0.159	 5.8547E+03	 0.0000E+00	 8.3153E+05	 0.0000E+00	 1.6364E+05	 0.0000E+00	-4.6567E+04	 0.0000E+00	 5.5318E+05	 0.0000E+00	-2.2326E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-6.4460E+03	 0.0000E+00	-8.3151E+05	 0.0000E+00	-1.6709E+05	 0.0000E+00	 5.9133E+02	 0.0000E+00	-2.2918E+01	 0.0000E+00	 3.4519E+03	 0.0000E+00	-4.2946E+04	 0.0000E+00	-2.6099E+05	 0.0000E+00	 1.0029E+06	 0.0000E+00	 3.1185E+03	 0.0000E+00	 1.1438E+02	 0.0000E+00	-1.4567E+04	 0.0000E+00	 0.0000E+00	 3.1217E+05	-6.0851E+04	-1.3738E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.4705E+04	 4.1787E+01	-8.1556E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8568E+05	-6.0790E+04	-3.1092E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-8.7130E+03	-8.3862E+00	-5.2672E+04	 0.0000E+00	 0.0000E+00
